"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"../features/user.feature: TC_16 - Full User Lifecycle","199","test_full_user_lifecycle[Nathan-MissingEmptyNet-3-sorrycanada@hotmail.com]","steps","Thu Apr 23 13:02:03 UTC 2026","passed","Thu Apr 23 13:02:03 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","99","test_get_user_invalid_id_returns_404[Eisenhower]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_16 - Full User Lifecycle","220","test_full_user_lifecycle[Auston-NoRingTill67-2-mitchimissuu@wp.pl]","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:03 UTC 2026","","test_users","",""
"../features/user.feature: TC_03 - Get not existing user","84","test_get_not_existing_user","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:00 UTC 2026","","test_users","",""
"../features/user.feature: TC_06 - Update user data","95","test_update_user_data[Auston-NoRingTill67-2]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","79","test_get_user_invalid_id_returns_404[-2]","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_08 - Checking Content-Type response","70","test_check_content_type_response","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_15 - Users List Structure validation","63","test_users_list_structure","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_01 - Create user with complete data","107","TC_01 - Create user with complete data","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:00 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","100","test_check_format_single_user[13-404]","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","91","test_get_user_invalid_id_returns_404[9999999]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","67","test_get_user_invalid_id_returns_404[404]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_10 - Checking nested fields","68","test_check_nested_fields[city-address]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_06 - Update user data","70","test_update_user_data[Brady-sagvdfs-1]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","60","test_check_format_single_user[2-200]","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:00 UTC 2026","","test_users","",""
"../features/user.feature: TC_12 - Get user with invalid ID returns 404","96","test_get_user_invalid_id_returns_404[0]","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_16 - Full User Lifecycle","267","test_full_user_lifecycle[Brady-sagvdfs-1-bradytkachukcantread@gmail.com]","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_02 - Get existing user","54","test_get_existing_user","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:00 UTC 2026","","test_users","",""
"../features/user.feature: TC_06 - Update user data","98","test_update_user_data[Nathan-MissingEmptyNet-3]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_07 - Delete user","72","test_delete_user","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_09 - Creating user with minimal payload","92","test_create_user_min_payload","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_04 - Get all users","59","test_get_all_users","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:00 UTC 2026","","test_users","",""
"../features/user.feature: TC_17 - User Creation With Random Data (Faker + Data-Driven)","64","test_user_creation_with_faker[faker.id-faker.name-faker.username-faker.email]","steps","Thu Apr 23 13:02:03 UTC 2026","passed","Thu Apr 23 13:02:03 UTC 2026","","test_users","",""
"../features/user.feature: TC_13 - Schema Validation","90","test_validate_schema","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","64","test_check_format_single_user[45465-404]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_10 - Checking nested fields","60","test_check_nested_fields[name-company]","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
"../features/user.feature: TC_14 - Performance Baseline","137","test_performance_baseline","steps","Thu Apr 23 13:02:02 UTC 2026","passed","Thu Apr 23 13:02:02 UTC 2026","","test_users","",""
"../features/user.feature: TC_05 - Check format of single user","67","test_check_format_single_user[1-200]","steps","Thu Apr 23 13:02:00 UTC 2026","passed","Thu Apr 23 13:02:00 UTC 2026","","test_users","",""
"../features/headers.feature: TC_11 - Response contains Content-Type","47","test_check_response_contains_content_type","steps","Thu Apr 23 13:02:01 UTC 2026","passed","Thu Apr 23 13:02:01 UTC 2026","","test_users","",""
